timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1769249125973,3632,Main Page-1,200,OK,Thread Group 3: Custom 3-3,text,true,,232414,363,11,27,https://en.wikipedia.org/wiki/Main_Page,466,0,301
1769249126053,3572,Home Page Request,200,OK,Thread Group 1: Basic 1-4,text,true,,195760,196,9,27,https://www.wikipedia.org/,505,0,334
1769249127626,2562,Home Page Request,200,OK,Thread Group 1: Basic 1-2,text,true,,195760,196,9,29,https://www.wikipedia.org/,1727,0,0
1769249127500,2726,Home Page Request,200,OK,Thread Group 1: Basic 1-3,text,true,,195760,196,8,28,https://www.wikipedia.org/,248,0,0
1769249127344,2976,Search Page Request,200,OK,Thread Group 2: Heavy Load 2-3,text,true,,58502,791,8,28,https://en.wikipedia.org/wiki/Special:Search,310,0,0
1769249127344,310,Search Page Request-0,301,Moved Permanently,Thread Group 2: Heavy Load 2-3,text,true,,1443,423,8,28,https://www.wikipedia.org/wiki/Special:Search,310,0,0
1769249127655,2665,Search Page Request-1,200,OK,Thread Group 2: Heavy Load 2-3,text,true,,57059,368,8,28,https://en.wikipedia.org/wiki/Special:Search,1959,0,600
1769249126363,3998,Home Page Request,200,OK,Thread Group 2: Heavy Load 2-4,text,true,,195760,196,7,27,https://www.wikipedia.org/,537,0,225
1769249128162,2897,Home Page Request,200,OK,Thread Group 2: Heavy Load 2-7,text,true,,195760,196,8,29,https://www.wikipedia.org/,1326,0,500
1769249130228,1014,Home Page Request,200,OK,Thread Group 1: Basic 1-3,text,true,,195760,196,8,31,https://www.wikipedia.org/,526,0,0
1769249129964,1889,Home Page Request,200,OK,Thread Group 2: Heavy Load 2-10,text,true,,195760,196,10,33,https://www.wikipedia.org/,820,0,388
1769249127595,4269,Main Page,200,OK,Thread Group 3: Custom 3-7,text,true,,234249,573,15,33,https://en.wikipedia.org/wiki/Main_Page,961,0,633
